manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,price_usd
Volkswagen,Polo,mechanical,other,180000,2011,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31,6300
Seat,Cordoba,mechanical,silver,186000,2001,gasoline,FALSE,gasoline,1.4,universal,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23,2300
Volkswagen,Passat,mechanical,black,354000,1997,diesel,FALSE,diesel,1.9,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,3100
BMW,523,automatic,green,368700,1997,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,58,3650
Ford,Focus,automatic,grey,96561,2016,gasoline,FALSE,gasoline,1,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,28,10500
Honda,Accord,mechanical,red,380000,1996,gasoline,FALSE,gasoline,2.2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,1200
Mazda,Xedos 9,mechanical,other,324609,2001,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,2650
Audi,80,mechanical,white,174000,1988,gasoline,FALSE,gasoline,1.9,sedan,FALSE,owned,front,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,5000
Peugeot,307,mechanical,grey,286000,2006,diesel,FALSE,diesel,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,58,5500
Alfa Romeo,156,mechanical,blue,230000,1999,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,1400
Citroen,Xsara,mechanical,black,270000,2004,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2990
Mazda,323,mechanical,red,258656,1992,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,95,550
Mitsubishi,Pajero Sport,mechanical,green,378000,2000,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,47,6666
Ford,Escort,mechanical,other,330000,1993,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,379.4
BMW,525,automatic,black,180000,2008,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,14500
Mitsubishi,Carisma,mechanical,silver,300000,1998,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,1500
Honda,CR-V,automatic,grey,127138,2015,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,46,19950
Skoda,Octavia,mechanical,grey,92000,2012,gasoline,FALSE,gasoline,1.8,liftback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,70,9437.54
Ford,Fiesta,mechanical,white,99000,2011,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,7000
Mercedes-Benz,GL350,automatic,black,159000,2010,diesel,FALSE,diesel,3.5,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,48,21800
Honda,Jazz,mechanical,black,162000,2009,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37,5900
Volkswagen,Golf,automatic,blue,149000,2010,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,43,11750
Mercedes-Benz,E290,mechanical,silver,400000,1997,diesel,FALSE,diesel,2.9,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,45,3500
Buick,Encore,automatic,brown,128748,2014,gasoline,FALSE,gasoline,1.4,suv,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,8,11700
Honda,CR-V,mechanical,brown,123000,2012,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18,18899
Peugeot,307,mechanical,silver,185000,2003,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,4500
Opel,Omega,mechanical,blue,386243,2001,diesel,FALSE,diesel,2.2,universal,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,93,3350
Ford,S-Max,mechanical,black,237884,2006,diesel,FALSE,diesel,1.8,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33,7490
Peugeot,Boxer,mechanical,white,765432,2008,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47,9500
Volkswagen,Jetta,mechanical,black,185000,2007,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,29,6800
Mazda,RX-8,automatic,red,134000,2004,gasoline,FALSE,gasoline,1.3,coupe,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,6100
Peugeot,207,automatic,green,160000,2007,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22,3800
Dacia,Logan,mechanical,blue,65000,2016,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,18,9100
Peugeot,605,mechanical,green,320000,1993,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1550
Infiniti,QX,automatic,white,331525,1999,gasoline,FALSE,gasoline,3.3,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,132,5000
Volkswagen,Passat,mechanical,green,274681,2001,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,52,4500
Skoda,Rapid,automatic,black,0,2019,gasoline,FALSE,gasoline,1.6,sedan,TRUE,new,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,18582.47
Volvo,V40,mechanical,blue,370000,1997,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2750
Renault,Megane,mechanical,white,233516,2007,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,4450
ВАЗ,2114,mechanical,silver,100000,2004,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,1200
Hyundai,i30,mechanical,black,122000,2011,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,107,6400
Peugeot,406,mechanical,silver,400000,2002,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,126,3500
Renault,Safrane,mechanical,green,395000,1998,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89,2900
Dodge,Stratus,automatic,grey,350000,1998,gas,TRUE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,1500
BMW,X5,automatic,black,289000,2002,gas,TRUE,gasoline,3,suv,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18,7999
Renault,Scenic,mechanical,silver,227000,2010,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,159,7200
Opel,Zafira,mechanical,blue,250000,2001,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,77,4300
Kia,Magentis,automatic,grey,240000,2008,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,58,8299.35
Audi,A1,mechanical,black,97000,2011,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,64,8990
Kia,Cee'd,mechanical,black,139800,2010,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,36,7899
Mitsubishi,Space Star,mechanical,silver,425000,2002,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,16,3100
Iveco,Daily,mechanical,white,318000,2008,diesel,FALSE,diesel,2.3,van,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12900
Audi,Q7,automatic,black,250000,2008,gasoline,FALSE,gasoline,4.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18,11000
Chrysler,Voyager,automatic,silver,240000,2001,gasoline,FALSE,gasoline,2.4,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,5150
Ford,Focus,mechanical,blue,333333,2012,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,56,6000
Renault,Duster,mechanical,silver,79736,2015,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,10528.31
Citroen,C5,mechanical,silver,289000,2009,diesel,FALSE,diesel,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,124,8500
Peugeot,407,automatic,silver,264000,2004,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,4450
BMW,X3,automatic,grey,170000,2013,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,33,20500
Toyota,Avensis,mechanical,silver,397000,2005,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,8199
Ford,Mondeo,mechanical,other,317000,1998,gas,TRUE,gasoline,1.8,universal,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,500
BMW,525,mechanical,silver,349000,1998,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,91,3900
Chrysler,Stratus,automatic,green,243000,1995,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49,1300
Peugeot,405,mechanical,red,480000,1991,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,390
Chevrolet,Captiva,automatic,black,240000,2007,gasoline,FALSE,gasoline,3.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,42,8400
Mitsubishi,Lancer,mechanical,black,187800,2008,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,113,7300
Renault,Symbol,mechanical,silver,214000,2005,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3200
Audi,A6,mechanical,blue,200000,2015,diesel,FALSE,diesel,2,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,21500
Volkswagen,Passat,mechanical,green,330000,1997,gas,TRUE,gasoline,1.6,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2300
Mercedes-Benz,E220,automatic,other,310000,2003,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,91,7600
Fiat,Palio,mechanical,red,270000,1999,gasoline,FALSE,gasoline,1.2,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99,1000
Nissan,Pathfinder,automatic,black,160000,2012,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119,17000
Fiat,Brava,mechanical,green,260000,1995,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113,1300
Citroen,C5,mechanical,blue,300000,2010,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,64,10200
Audi,A6,automatic,black,212000,2012,gasoline,FALSE,gasoline,2.8,sedan,FALSE,owned,all,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,133,15900
Chrysler,Town&Country,automatic,red,330000,2002,gasoline,FALSE,gasoline,3.3,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,4000
Jaguar,X-Type,automatic,silver,270000,2002,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,103,5400
Audi,A5,automatic,grey,190000,2011,gasoline,FALSE,gasoline,2,liftback,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85,20500
Mercedes-Benz,Sprinter,mechanical,white,355000,2004,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,9800
Renault,Modus,automatic,brown,280000,2004,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,4000
Opel,Astra,mechanical,blue,232000,2010,diesel,FALSE,diesel,1.7,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,63,6700
BMW,X1,automatic,brown,185000,2010,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,18,11800
Dodge,Caravan,automatic,grey,200,1999,gasoline,FALSE,gasoline,2.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,2650
Opel,Zafira,mechanical,silver,340000,2004,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,10,4950
Ford,Mondeo,automatic,white,54000,2015,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,88,16800
Citroen,C5,mechanical,silver,363000,2001,gasoline,FALSE,gasoline,2,liftback,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,63,3500
Volvo,V40,mechanical,yellow,275000,2000,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,82,2900
Mercedes-Benz,Sprinter,mechanical,black,257000,2016,diesel,FALSE,diesel,2.2,van,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,25800
ГАЗ,3221,mechanical,blue,181000,1997,gasoline,FALSE,gasoline,2.3,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,187,1422.74
Mini,Countryman,automatic,white,75000,2011,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,11950
ГАЗ,2410,mechanical,grey,100000,1984,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,854,300
Volvo,S80,automatic,other,217000,1998,gas,TRUE,gasoline,2.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,128,3500
Volkswagen,Jetta,automatic,grey,78000,2014,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,11950
Mercedes-Benz,Vito,automatic,red,120000,2009,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,32,13000
Volkswagen,T5 Caravelle,mechanical,silver,271000,2011,diesel,FALSE,diesel,2,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,123,19899
Volkswagen,Jetta,mechanical,blue,280846,1990,gasoline,FALSE,gasoline,1.3,coupe,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,469.51
Skoda,Fabia,mechanical,silver,340000,2000,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,2134.12
Audi,80,mechanical,blue,180000,1993,gasoline,FALSE,gasoline,2,sedan,FALSE,emergency,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,1000
Renault,Scenic,mechanical,grey,410000,2001,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19,3350
Mazda,6,mechanical,silver,230000,2008,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,88,7200
Mazda,323,mechanical,green,441000,1997,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,50,890
Mazda,CX-7,automatic,black,227900,2008,gasoline,FALSE,gasoline,2.3,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,31,8399
Mercedes-Benz,Vito,automatic,silver,451900,1999,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,16,7399
Citroen,Xantia,mechanical,other,385120,1999,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,emergency,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,700
Peugeot,407,mechanical,black,222222,2006,diesel,FALSE,diesel,1.6,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15,5800
Hyundai,Santa Fe,mechanical,black,333333,2003,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,460,6500
Citroen,C4,automatic,black,127000,2012,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,8700
Nissan,Primera,mechanical,black,170000,1999,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,56,2300
Opel,Astra,mechanical,silver,90000,2012,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,109,7790
Honda,Civic,automatic,blue,159000,2007,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,57,7100
Mazda,626,mechanical,white,500000,1988,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,350
Volkswagen,Golf,mechanical,violet,298000,1993,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,1100
BMW,X6,automatic,white,174500,2008,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,66,15800
Mitsubishi,Carisma,mechanical,grey,400000,1997,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,1800
Ford,Focus,mechanical,white,11,2000,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1600
Lifan,X60,mechanical,grey,83000,2014,gasoline,FALSE,gasoline,1.8,suv,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,8000
Peugeot,407,mechanical,black,233000,2008,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,87,6500
Honda,Civic,mechanical,silver,260000,1999,gasoline,FALSE,gasoline,1.6,coupe,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2200
Volvo,S40,automatic,black,104000,2011,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,89,9551.36
Skoda,Kodiaq,automatic,green,0,2019,diesel,FALSE,diesel,2,suv,TRUE,new,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,38829.08
Skoda,Kodiaq,automatic,green,0,2019,diesel,FALSE,diesel,2,suv,TRUE,new,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,34383
Citroen,Evasion,mechanical,blue,320000,1996,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,126,3150
Volkswagen,Touran,automatic,other,143000,2010,gasoline,FALSE,gasoline,1.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,47,8950
Ford,Galaxy,mechanical,white,280000,2002,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,5300
Ford,Escape,automatic,black,20000,2018,gasoline,FALSE,gasoline,1.5,suv,FALSE,emergency,all,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18,7000
Mercedes-Benz,GLE350,automatic,black,122010,2015,diesel,FALSE,diesel,3,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97,43913.46
